"","season","HomeTeam","AwayTeam","HGGS","HGGC","AGGS","AGGC","HGH2H","AGH2H","HGS","HGAS","HGST","HGAST","AGS","AGAS","AGST","AGAST","FTHG","FTAG"
"4016","2017-18","Huddersfield","Liverpool",2,2,1.6578,1.3684,0.25,0.25,2,2,2,2,10.2368,14.921,3.8422,5.3684,0,3
"4017","2018-19","Huddersfield","Liverpool",0.8422,1.3158,1.8948,1.3684,1,1,10.8948,9.7894,2.8948,4.0526,8.6842,15.4736,3.5526,5.4474,0,1
"4018","2017-18","Huddersfield","Man City",2,2,1.7632,1.1052,0.25,0.25,2,2,2,2,9.1316,14.7894,3.1842,5.1842,1,2
"4019","2018-19","Huddersfield","Man City",0.8422,1.3158,2.3158,0.921,1,1,10.8948,9.7894,2.8948,4.0526,8.079,16.1578,2.8684,5.579,0,3
"4020","2017-18","Huddersfield","Man United",2,2,1.3158,1.1316,0.25,0.25,2,2,2,2,11.8158,11.421,3.8422,4.2106,2,1
"4021","2018-19","Huddersfield","Man United",0.8422,1.3158,1.5264,0.9474,1,1,10.8948,9.7894,2.8948,4.0526,12,12.8948,3.8158,4.7368,1,1
"4022","2017-18","Huddersfield","Newcastle",2,2,0.6316,2.1578,0.25,0.25,2,2,2,2,15.6842,8.9474,5.0526,3.2106,1,0
"4023","2018-19","Huddersfield","Newcastle",0.8422,1.3158,0.9474,1.579,1,1,10.8948,9.7894,2.8948,4.0526,13.7368,11.8422,4.8422,4.1578,0,1
"4024","2017-18","Huddersfield","Southampton",2,2,1.1578,1.2106,0.25,0.25,2,2,2,2,12.2106,12.6842,3.8684,4.2632,0,0
"4025","2018-19","Huddersfield","Southampton",0.8422,1.3158,1.079,1.5,1,1,10.8948,9.7894,2.8948,4.0526,13.1842,11.7894,4.5,4.079,1,3
"4026","2017-18","Huddersfield","Stoke",2,2,0.9474,1.6578,0.25,0.25,2,2,2,2,15.579,10.421,5.1316,3.2632,1,1
"4027","2017-18","Huddersfield","Swansea",2,2,1.0526,1.7894,0.25,0.25,2,2,2,2,15.0264,10.0264,5.4736,3.6052,0,0
"4028","2017-18","Huddersfield","Tottenham",2,2,1.921,0.9736,0.25,0.25,2,2,2,2,11.3422,15.421,3.421,5.6578,0,4
"4029","2018-19","Huddersfield","Tottenham",0.8422,1.3158,1.921,0.9736,1,1,10.8948,9.7894,2.8948,4.0526,10.0526,14.8684,3.421,5.4474,0,2
"4030","2017-18","Huddersfield","Watford",2,2,0.921,1.8422,0.25,0.25,2,2,2,2,15.5264,10.079,5.4736,3.3948,1,0
"4031","2018-19","Huddersfield","Watford",0.8422,1.3158,0.8422,1.8948,1,1,10.8948,9.7894,2.8948,4.0526,13.2368,10.3158,4.921,3.3948,1,2
"4032","2017-18","Huddersfield","West Brom",2,2,0.7894,1.3422,0.25,0.25,2,2,2,2,15.5526,9.1316,4.6316,2.5264,1,0
"4033","2017-18","Huddersfield","West Ham",2,2,1.5526,1.5264,0.25,0.25,2,2,2,2,15.0264,12.3684,4.8158,3.9736,1,4
"4034","2018-19","Huddersfield","West Ham",0.8422,1.3158,1.3684,1.9736,1,1,10.8948,9.7894,2.8948,4.0526,16.2368,10.2106,5.4736,3.7106,1,1
"4035","2018-19","Huddersfield","Wolves",0.8422,1.3158,2,2,0.25,0.25,10.8948,9.7894,2.8948,4.0526,2,2,2,2,1,0
"4036","2008-09","Hull","Arsenal",2,2,1.5,1.0264,0.25,0.25,2,2,2,2,10.1578,12.921,5.1842,6.421,1,3
"4037","2009-10","Hull","Arsenal",0.9474,1.8948,1.9474,1.079,1,1,11.0526,12.2632,5.5264,5.9474,10.0526,13.2368,5.3684,7.3422,1,2
"4038","2013-14","Hull","Arsenal",2,2,1.579,1.2106,0.5,1.25,2,2,2,2,11.079,13.3158,5.9736,8.2368,0,3
"4039","2014-15","Hull","Arsenal",1.0526,1.1052,1.5,1.1578,0.25,1.25,12.9474,12.6842,3.8422,3.7368,12.1842,12.6316,5.421,6.3684,1,3
"4040","2016-17","Hull","Arsenal",1,1.2632,1.6842,1.2368,0.25,1.5,12.7894,12,4.1052,3.8948,12.7894,13.2106,4.0264,4.7894,1,4
"4041","2008-09","Hull","Aston Villa",2,2,1.579,1.4736,0.25,0.25,2,2,2,2,13.2368,10.0264,6.8948,5.8422,0,1
"4042","2009-10","Hull","Aston Villa",0.9474,1.8948,1.6842,1.4736,1,1,11.0526,12.2632,5.5264,5.9474,13.0264,9.5526,7.2632,5.6052,0,2
"4043","2013-14","Hull","Aston Villa",2,2,1.079,1.8158,0,0.75,2,2,2,2,16.1578,9.3422,8.3684,5.1578,0,0
"4044","2014-15","Hull","Aston Villa",1.0526,1.1052,1.079,1.921,0,0.5,12.9474,12.6842,3.8422,3.7368,15.5526,9.8158,6.579,4.2106,2,0
"4045","2009-10","Hull","Birmingham",0.9474,1.8948,0.8422,2.0526,0.25,0.25,11.0526,12.2632,5.5264,5.9474,14.8422,7.1578,7.8948,3.8422,0,1
"4046","2008-09","Hull","Blackburn",2,2,1.1842,1.5264,0.25,0.25,2,2,2,2,13.3948,10.079,7.8684,5.5,1,2
"4047","2009-10","Hull","Blackburn",0.9474,1.8948,1.1052,1.7368,1,1,11.0526,12.2632,5.5264,5.9474,11.8158,10.3158,6.7106,5.9474,0,0
"4048","2008-09","Hull","Bolton",2,2,0.8948,1.7894,0.25,0.25,2,2,2,2,13.1052,8.2368,7,4.3684,0,1
"4049","2009-10","Hull","Bolton",0.9474,1.8948,0.8684,1.7894,1,1,11.0526,12.2632,5.5264,5.9474,15.3948,9.079,8.8158,5,1,0
"4050","2016-17","Hull","Bournemouth",1,1.2632,1.1578,1.7368,0.25,0.25,12.7894,12,4.1052,3.8948,12.5264,11.579,4.1578,3.2106,3,1
"4051","2009-10","Hull","Burnley",0.9474,1.8948,2,2,0.25,0.25,11.0526,12.2632,5.5264,5.9474,2,2,2,2,1,4
"4052","2014-15","Hull","Burnley",1.0526,1.1052,2,2,1,1,12.9474,12.6842,3.8422,3.7368,2,2,2,2,0,1
"4053","2016-17","Hull","Burnley",1,1.2632,0.7368,1.6842,0.25,1.25,12.7894,12,4.1052,3.8948,17.7368,10.3684,5.6842,2.8948,1,1
"4054","2013-14","Hull","Cardiff",2,2,2,2,0.25,0.25,2,2,2,2,2,2,2,2,1,1
"4055","2008-09","Hull","Chelsea",2,2,1.4736,0.6842,0.25,0.25,2,2,2,2,10.5,12.0526,4.9736,6.4474,0,3
"4056","2009-10","Hull","Chelsea",0.9474,1.8948,1.6842,0.6578,1,1,11.0526,12.2632,5.5264,5.9474,11.4736,13.421,6.1578,7.5,1,1
"4057","2013-14","Hull","Chelsea",2,2,1.5264,1.1842,0.25,1,2,2,2,2,12.7632,13.3684,7.5264,7.6316,0,2
"4058","2014-15","Hull","Chelsea",1.0526,1.1052,1.6316,1.0264,0.25,0.75,12.9474,12.6842,3.8422,3.7368,12.6842,14.3684,5.6052,5.9474,2,3
"4059","2016-17","Hull","Chelsea",1,1.2632,1.6842,1.2106,0.5,1.25,12.7894,12,4.1052,3.8948,12.4736,12.4736,4.1052,4.421,0,2
"4060","2013-14","Hull","Crystal Palace",2,2,2,2,0.25,0.25,2,2,2,2,2,2,2,2,0,1
"4061","2014-15","Hull","Crystal Palace",1.0526,1.1052,0.7894,1.3158,1,1,12.9474,12.6842,3.8422,3.7368,14.0526,10.4736,4.6842,3.5264,2,0
"4062","2016-17","Hull","Crystal Palace",1,1.2632,1.2106,1.3684,0.5,0.25,12.7894,12,4.1052,3.8948,16.8422,10.6842,4.5264,3.3158,3,3
"4063","2008-09","Hull","Everton",2,2,1.0526,0.921,0.25,0.25,2,2,2,2,13.3422,9.2632,6.579,4.921,2,2
"4064","2009-10","Hull","Everton",0.9474,1.8948,1.1842,0.8684,1,1,11.0526,12.2632,5.5264,5.9474,12.5526,9.579,6.2894,5.3684,3,2
"4065","2013-14","Hull","Everton",2,2,1.1578,1.2632,1.25,1,2,2,2,2,12.3684,12.1578,6.9474,6.7368,0,2
"4066","2014-15","Hull","Everton",1.0526,1.1052,1.1842,1.1316,0.75,1,12.9474,12.6842,3.8422,3.7368,13.079,13.2632,5.7632,5.8948,2,0
"4067","2016-17","Hull","Everton",1,1.2632,1.1842,1.421,0.5,0.5,12.7894,12,4.1052,3.8948,15.3422,11.2632,4.6052,4.2632,2,2
"4068","2008-09","Hull","Fulham",2,2,0.9474,1.8684,0.25,0.25,2,2,2,2,14.0264,9.0264,7.2106,4.5,2,1
"4069","2009-10","Hull","Fulham",0.9474,1.8948,0.7106,1.2368,1,1,11.0526,12.2632,5.5264,5.9474,13.8158,10.079,7.1052,5.0264,2,0
"4070","2013-14","Hull","Fulham",2,2,0.8948,1.4474,1,0.25,2,2,2,2,16.2894,9.3422,8.9736,5.5526,6,0
"4071","2014-15","Hull","Leicester",1.0526,1.1052,2,2,0.25,0.25,12.9474,12.6842,3.8422,3.7368,2,2,2,2,0,1
"4072","2016-17","Hull","Leicester",1,1.2632,1.3422,1.3422,1,1,12.7894,12,4.1052,3.8948,15.8422,11.2894,4.6052,3.8422,2,1
"4073","2008-09","Hull","Liverpool",2,2,1.1052,0.921,0.25,0.25,2,2,2,2,8.079,13.7106,4.1052,7.1052,1,3
"4074","2009-10","Hull","Liverpool",0.9474,1.8948,1.579,0.7632,1,1,11.0526,12.2632,5.5264,5.9474,8.1316,13.7894,4.1052,7.2368,0,0
"4075","2013-14","Hull","Liverpool",2,2,1.6052,1.3422,0.25,0.75,2,2,2,2,11.8158,14.5,6.6052,8.6052,3,1
"4076","2014-15","Hull","Liverpool",1.0526,1.1052,2.2632,1.5526,0.75,0.25,12.9474,12.6842,3.8422,3.7368,12.6316,14.6052,5.6316,7.3684,1,0
"4077","2016-17","Hull","Liverpool",1,1.2632,1.3684,1.4736,1,0.25,12.7894,12,4.1052,3.8948,11.7894,13.6578,4.1316,4.8158,2,0
"4078","2008-09","Hull","Man City",2,2,0.9474,1.6052,0.25,0.25,2,2,2,2,13.1578,8.9474,7.3684,4.579,2,2
"4079","2009-10","Hull","Man City",0.9474,1.8948,0.921,1.7106,1,1,11.0526,12.2632,5.5264,5.9474,13.2368,10.0264,7.1842,4.9736,2,1
"4080","2013-14","Hull","Man City",2,2,1.6578,0.9474,1,0.75,2,2,2,2,10.6316,15.9736,5.6842,9.4736,0,2
"4081","2014-15","Hull","Man City",1.0526,1.1052,1.6842,1.1316,0.5,0.75,12.9474,12.6842,3.8422,3.7368,10.2106,15.5264,4.2894,7.3158,2,4
"4082","2016-17","Hull","Man City",1,1.2632,1.6578,1.1578,0.5,1.5,12.7894,12,4.1052,3.8948,10.3158,15.0526,3.579,5.1052,0,3
"4083","2008-09","Hull","Man United",2,2,1.8422,0.7894,0.25,0.25,2,2,2,2,10.421,14.1842,5.3684,7.6842,0,1
"4084","2009-10","Hull","Man United",0.9474,1.8948,1.5264,0.6842,1,1,11.0526,12.2632,5.5264,5.9474,11.079,14.1316,5.8158,7.9736,1,3
"4085","2013-14","Hull","Man United",2,2,2.0526,1,0.25,1,2,2,2,2,13.0526,11.9474,7.2894,7.2894,2,3
"4086","2014-15","Hull","Man United",1.0526,1.1052,2,1.2106,0.75,1.5,12.9474,12.6842,3.8422,3.7368,13.7106,12,6.1316,5.6578,0,0
"4087","2016-17","Hull","Man United",1,1.2632,1.1316,1.2632,0.5,0.75,12.7894,12,4.1052,3.8948,12.7106,10.7632,4.2632,3.7632,0,1
"4088","2008-09","Hull","Middlesbrough",2,2,0.7632,1.4474,0.25,0.25,2,2,2,2,14.0264,9.1842,7.1842,4.9736,2,1
"4089","2016-17","Hull","Middlesbrough",1,1.2632,2,2,1,1,12.7894,12,4.1052,3.8948,2,2,2,2,4,2
"4090","2008-09","Hull","Newcastle",2,2,0.921,1.7368,0.25,0.25,2,2,2,2,15.1578,8.7368,8.3158,4.5264,1,1
"4091","2013-14","Hull","Newcastle",2,2,1.2632,1.8684,1,1,2,2,2,2,14.4474,10.1578,7.7632,5.8948,1,4
"4092","2014-15","Hull","Newcastle",1.0526,1.1052,1.079,1.7894,0.5,1.25,12.9474,12.6842,3.8422,3.7368,13.8422,11.579,6.3158,5.2368,0,3
"4093","2013-14","Hull","Norwich",2,2,1.0526,1.9474,0.25,0.25,2,2,2,2,14.421,9.8684,8.421,5.079,1,0
"4094","2008-09","Hull","Portsmouth",2,2,1.079,1.3948,0.25,0.25,2,2,2,2,13.3422,10.5,7.1316,5.6052,0,0
"4095","2009-10","Hull","Portsmouth",0.9474,1.8948,0.9474,1.421,1,1,11.0526,12.2632,5.5264,5.9474,13.5,10.1316,7.3158,5.3422,0,0
"4096","2014-15","Hull","QPR",1.0526,1.1052,0.8948,1.6842,0.25,0.25,12.9474,12.6842,3.8422,3.7368,15.8948,10.5264,9.579,5.8948,2,1
"4097","2013-14","Hull","Southampton",2,2,1.2106,1.8948,0.25,0.25,2,2,2,2,12.5264,11.3684,7.0526,5.9474,0,1
"4098","2014-15","Hull","Southampton",1.0526,1.1052,1.1842,1.5526,1,1,12.9474,12.6842,3.8422,3.7368,11.7894,11.7894,5.5,4.9474,0,1
"4099","2016-17","Hull","Southampton",1,1.2632,0.9736,1.0264,0,0.5,12.7894,12,4.1052,3.8948,11.7106,11.8684,3.5526,3.8684,2,1
"4100","2008-09","Hull","Stoke",2,2,2,2,0.25,0.25,2,2,2,2,2,2,2,2,1,2
"4101","2009-10","Hull","Stoke",0.9474,1.8948,0.8422,2.1052,1,1,11.0526,12.2632,5.5264,5.9474,17.5264,7.2106,10.4736,2.9474,2,1
"4102","2013-14","Hull","Stoke",2,2,0.6316,1.4736,0.75,0.75,2,2,2,2,14.2632,7.8158,8.2368,3.421,0,0
"4103","2014-15","Hull","Stoke",1.0526,1.1052,0.8158,1.5264,0.5,0.25,12.9474,12.6842,3.8422,3.7368,15.6316,8.8158,6.921,3.6052,1,1
"4104","2016-17","Hull","Stoke",1,1.2632,0.921,1.421,0.25,0.25,12.7894,12,4.1052,3.8948,14.421,10.3158,4.4736,3.2632,0,2
"4105","2008-09","Hull","Sunderland",2,2,0.6842,2,0.25,0.25,2,2,2,2,12.4736,9.421,6.579,4.7894,1,4
"4106","2009-10","Hull","Sunderland",0.9474,1.8948,0.6842,1.7632,1,1,11.0526,12.2632,5.5264,5.9474,13.5,9.5526,7.5526,4.8948,0,1
"4107","2013-14","Hull","Sunderland",2,2,1.0526,1.6842,0.25,1.25,2,2,2,2,16.5264,9.079,9.6316,5.2894,1,0
"4108","2014-15","Hull","Sunderland",1.0526,1.1052,1.079,1.7894,0.25,0.25,12.9474,12.6842,3.8422,3.7368,17.5264,9.2894,8.079,4.1316,1,1
"4109","2016-17","Hull","Sunderland",1,1.2632,1.0526,1.7894,0.5,0.25,12.7894,12,4.1052,3.8948,17.5526,10.0526,6.1842,3.7632,0,2
"4110","2013-14","Hull","Swansea",2,2,0.9474,1.5264,0.25,0.25,2,2,2,2,15.579,10,8.8684,5.7106,1,0
"4111","2014-15","Hull","Swansea",1.0526,1.1052,1.0526,1.3948,1,1,12.9474,12.6842,3.8422,3.7368,14.5,11.2632,6.7368,4.4736,0,1
"4112","2016-17","Hull","Swansea",1,1.2632,1.079,1.5526,0.25,0.25,12.7894,12,4.1052,3.8948,16.2368,10.6052,5.579,3.6316,2,1
"4113","2008-09","Hull","Tottenham",2,2,1.1316,1.5526,0.25,0.25,2,2,2,2,11.3948,10.1316,5.921,5.4736,1,2
"4114","2009-10","Hull","Tottenham",0.9474,1.8948,1.1578,1.6316,1,1,11.0526,12.2632,5.5264,5.9474,12.2106,10.1052,6.579,5.9736,1,5
"4115","2013-14","Hull","Tottenham",2,2,1.6842,1.3684,0.5,1.75,2,2,2,2,11.1842,14.579,6.5264,8.579,1,1
"4116","2014-15","Hull","Tottenham",1.0526,1.1052,1.6316,1.4736,0.5,1.5,12.9474,12.6842,3.8422,3.7368,10.6578,14.6842,4.6316,6.6842,1,2
"4117","2016-17","Hull","Tottenham",1,1.2632,1.6052,1.2894,0.5,0.75,12.7894,12,4.1052,3.8948,13.3422,13.7368,4.1316,4.921,1,7
"4118","2016-17","Hull","Watford",1,1.2632,1.0526,1.6316,0.25,0.25,12.7894,12,4.1052,3.8948,15.3158,10.2632,5.2632,3.2632,2,0
"4119","2008-09","Hull","West Brom",2,2,2,2,0.25,0.25,2,2,2,2,2,2,2,2,2,2
"4120","2013-14","Hull","West Brom",2,2,1.1842,1.6316,1,1,2,2,2,2,15.7368,10.7632,8.4474,6.079,2,0
"4121","2014-15","Hull","West Brom",1.0526,1.1052,1.0526,1.6842,1,0.5,12.9474,12.6842,3.8422,3.7368,15.3158,11.079,7,4.6842,0,0
"4122","2016-17","Hull","West Brom",1,1.2632,0.7368,1.2368,0.5,0,12.7894,12,4.1052,3.8948,16.921,8.8684,5.3684,2.6052,1,1
"4123","2008-09","Hull","West Ham",2,2,0.7632,1.5526,0.25,0.25,2,2,2,2,13.8684,9.3948,7.1052,4.6578,1,0
"4124","2009-10","Hull","West Ham",0.9474,1.8948,0.9736,1.2894,1,1,11.0526,12.2632,5.5264,5.9474,14.5526,10.1578,7.6052,5.3422,3,3
"4125","2013-14","Hull","West Ham",2,2,0.579,1.6316,1,0.75,2,2,2,2,16.421,10.1052,10.0526,5.3684,1,0
"4126","2014-15","Hull","West Ham",1.0526,1.1052,0.6842,1.4736,1,0.75,12.9474,12.6842,3.8422,3.7368,18,9.7106,7.9736,3.921,2,2
"4127","2016-17","Hull","West Ham",1,1.2632,1.3158,1.421,0.75,0.5,12.7894,12,4.1052,3.8948,16.5264,11.921,5.1052,3.8948,2,1
"4128","2008-09","Hull","Wigan",2,2,0.8422,1.6578,0.25,0.25,2,2,2,2,12.1578,9.8158,6.4736,4.9474,0,5
"4129","2009-10","Hull","Wigan",0.9474,1.8948,0.7894,1.6052,1,1,11.0526,12.2632,5.5264,5.9474,12.6052,10.8948,6.7368,5.2368,2,1
"4130","2009-10","Hull","Wolves",0.9474,1.8948,2,2,0.25,0.25,11.0526,12.2632,5.5264,5.9474,2,2,2,2,2,2
"4133","2000-01","Ipswich","Arsenal",2,2,1.4736,1,0.25,1.75,10,5,4,2,5,10,2,4,1,1
"4134","2001-02","Ipswich","Arsenal",1.6316,0.7894,1.2894,1.3422,0.25,0.75,10,5,4,2,5,10,2,4,0,2
"4137","2000-01","Ipswich","Aston Villa",2,2,1.079,1.079,0.25,0.75,10,5,4,2,5,10,2,4,1,2
"4138","2001-02","Ipswich","Aston Villa",1.6316,0.7894,1.1052,1.2106,0.25,0.75,10,5,4,2,5,10,2,4,0,0
"4141","2001-02","Ipswich","Blackburn",1.6316,0.7894,2,2,0.5,0.75,10,5,4,2,5,10,2,4,1,1
"4142","2001-02","Ipswich","Bolton",1.6316,0.7894,2,2,0.25,0.25,10,5,4,2,5,10,2,4,1,2
"4143","2000-01","Ipswich","Bradford",2,2,0.6316,2.0526,0.25,0.25,10,5,4,2,5,10,2,4,3,1
"4144","2000-01","Ipswich","Charlton",2,2,1.1052,1.8948,0.25,0.25,10,5,4,2,5,10,2,4,2,0
"4145","2001-02","Ipswich","Charlton",1.6316,0.7894,1,2,1,1,10,5,4,2,5,10,2,4,0,1
"4148","2000-01","Ipswich","Chelsea",2,2,1.2106,1.0264,0.75,0.5,10,5,4,2,5,10,2,4,2,2
"4149","2001-02","Ipswich","Chelsea",1.6316,0.7894,1.1052,1.2368,1,1,10,5,4,2,5,10,2,4,0,0
"4152","2000-01","Ipswich","Coventry",2,2,0.579,1.6316,0.5,0.5,10,5,4,2,5,10,2,4,2,0
"4154","2000-01","Ipswich","Derby",2,2,1.0526,1.5264,0.25,0.25,10,5,4,2,5,10,2,4,0,1
"4155","2001-02","Ipswich","Derby",1.6316,0.7894,0.9474,1.7632,1,1,10,5,4,2,5,10,2,4,3,1
"4158","2000-01","Ipswich","Everton",2,2,1.1316,1.6578,0,0.75,10,5,4,2,5,10,2,4,2,0
"4159","2001-02","Ipswich","Everton",1.6316,0.7894,1.0264,1.579,0.5,0.25,10,5,4,2,5,10,2,4,0,0
"4160","2001-02","Ipswich","Fulham",1.6316,0.7894,2,2,0.25,0.25,10,5,4,2,5,10,2,4,1,0
"4163","2000-01","Ipswich","Leeds",2,2,1.5526,1.3158,0.5,0,10,5,4,2,5,10,2,4,1,2
"4164","2001-02","Ipswich","Leeds",1.6316,0.7894,1.5,1.2368,0.75,0.5,10,5,4,2,5,10,2,4,1,2
"4166","2000-01","Ipswich","Leicester",2,2,1.0264,1.3684,1,1,10,5,4,2,5,10,2,4,2,0
"4167","2001-02","Ipswich","Leicester",1.6316,0.7894,0.921,1.5526,1.5,0.25,10,5,4,2,5,10,2,4,2,0
"4170","2000-01","Ipswich","Liverpool",2,2,1.2368,1.1052,0.5,1.25,10,5,4,2,5,10,2,4,1,1
"4171","2001-02","Ipswich","Liverpool",1.6316,0.7894,1.421,1.1052,0.5,1,10,5,4,2,5,10,2,4,0,6
"4174","2000-01","Ipswich","Man City",2,2,2,2,0.75,1,10,5,4,2,5,10,2,4,2,1
"4177","2000-01","Ipswich","Man United",2,2,1.921,1.2632,1,1,10,5,4,2,5,10,2,4,1,1
"4178","2001-02","Ipswich","Man United",1.6316,0.7894,1.7894,1.2632,1,0.75,10,5,4,2,5,10,2,4,0,1
"4179","2000-01","Ipswich","Middlesbrough",2,2,1.2106,1.6316,0.25,0.25,10,5,4,2,5,10,2,4,2,1
"4180","2001-02","Ipswich","Middlesbrough",1.6316,0.7894,1.2894,1.2368,1,1,10,5,4,2,5,10,2,4,1,0
"4183","2000-01","Ipswich","Newcastle",2,2,1.1316,1.6578,0.25,0.75,10,5,4,2,5,10,2,4,1,0
"4184","2001-02","Ipswich","Newcastle",1.6316,0.7894,1.0264,1.7632,0.25,0.5,10,5,4,2,5,10,2,4,0,1
"4196","2000-01","Ipswich","Southampton",2,2,0.7106,2.0526,0.75,0.25,10,5,4,2,5,10,2,4,3,1
"4197","2001-02","Ipswich","Southampton",1.6316,0.7894,0.8422,1.7368,1.25,0.5,10,5,4,2,5,10,2,4,1,3
"4198","2000-01","Ipswich","Sunderland",2,2,1.5264,2.0526,0.25,0.25,10,5,4,2,5,10,2,4,1,0
"4199","2001-02","Ipswich","Sunderland",1.6316,0.7894,1.3422,1.6842,1,1,10,5,4,2,5,10,2,4,5,0
"4203","2000-01","Ipswich","Tottenham",2,2,0.9474,1.2368,0.75,1.25,10,5,4,2,5,10,2,4,3,0
"4204","2001-02","Ipswich","Tottenham",1.6316,0.7894,0.8684,1.6052,1,0.75,10,5,4,2,5,10,2,4,2,1
"4207","2000-01","Ipswich","West Ham",2,2,0.8948,1.5,0.5,0.5,10,5,4,2,5,10,2,4,1,1
"4208","2001-02","Ipswich","West Ham",1.6316,0.7894,1.079,1.579,0.5,0.5,10,5,4,2,5,10,2,4,2,3
"4218","2000-01","Leeds","Arsenal",1.6052,0.7106,1.4736,1,0.25,1,10,5,4,2,5,10,2,4,1,0
"4219","2001-02","Leeds","Arsenal",1.7106,1.0264,1.2894,1.3422,0.25,1,10,5,4,2,5,10,2,4,1,1
"4220","2002-03","Leeds","Arsenal",1.7632,1.1052,1.4474,0.9474,0.5,0.25,14.7368,9.3684,6.9736,4.7106,8.5526,11,3.5264,5.6052,1,4
"4221","2003-04","Leeds","Arsenal",1.4736,1.2368,1.9736,0.8684,0.5,1.25,13.8948,10.5526,6.421,4.8422,8.6842,10.5264,4.1578,5.9736,1,4
"4229","2000-01","Leeds","Aston Villa",1.6052,0.7106,1.079,1.079,0.25,0.5,10,5,4,2,5,10,2,4,1,2
"4230","2001-02","Leeds","Aston Villa",1.7106,1.0264,1.1052,1.2106,0.5,1,10,5,4,2,5,10,2,4,1,1
"4231","2002-03","Leeds","Aston Villa",1.7632,1.1052,1.1316,1.3948,0.5,0.75,14.7368,9.3684,6.9736,4.7106,12.0526,9.5264,5.7106,4.6052,3,1
"4232","2003-04","Leeds","Aston Villa",1.4736,1.2368,1.079,1.6578,1,0.5,13.8948,10.5526,6.421,4.8422,12.921,10.921,6.4736,5.2894,0,0
"4234","2002-03","Leeds","Birmingham",1.7632,1.1052,2,2,0.25,0.25,14.7368,9.3684,6.9736,4.7106,2,2,2,2,2,0
"4235","2003-04","Leeds","Birmingham",1.4736,1.2368,0.8422,1.3684,1,1,13.8948,10.5526,6.421,4.8422,12.9474,8.1052,6.6842,3.579,0,2
"4242","2001-02","Leeds","Blackburn",1.7106,1.0264,2,2,1.25,0,10,5,4,2,5,10,2,4,3,1
"4243","2002-03","Leeds","Blackburn",1.7632,1.1052,1.1578,1.6316,1,0.25,14.7368,9.3684,6.9736,4.7106,12.6842,9.579,5.8422,4.579,2,3
"4244","2003-04","Leeds","Blackburn",1.4736,1.2368,1.3158,1.5526,1.25,1,13.8948,10.5526,6.421,4.8422,13.1316,9.7106,6.7894,4.8948,2,1
"4247","2001-02","Leeds","Bolton",1.7106,1.0264,2,2,0.5,0.25,10,5,4,2,5,10,2,4,0,0
"4248","2002-03","Leeds","Bolton",1.7632,1.1052,1.2632,1.6316,0.5,0,14.7368,9.3684,6.9736,4.7106,12.4736,8.7894,5.6316,4.2632,2,4
"4249","2003-04","Leeds","Bolton",1.4736,1.2368,1,1.5264,0.5,1,13.8948,10.5526,6.421,4.8422,12.5526,8.5526,6.0264,4.0526,0,2
"4251","2000-01","Leeds","Bradford",1.6052,0.7106,0.6316,2.0526,1,1,10,5,4,2,5,10,2,4,6,1
"4253","2000-01","Leeds","Charlton",1.6052,0.7106,1.1052,1.8948,1,1,10,5,4,2,5,10,2,4,3,1
