"","season","HomeTeam","AwayTeam","HGGS","HGGC","AGGS","AGGC","HGH2H","AGH2H","HGS","HGAS","HGST","HGAST","AGS","AGAS","AGST","AGAST","FTHG","FTAG"
"2948","2015-16","Crystal Palace","Everton",1.0264,1.3158,1.1578,1.2894,0,0.25,12.0526,12.4474,4,4.0264,13.9474,12.1578,4.079,4.1316,0,0
"2949","2016-17","Crystal Palace","Everton",1.0526,1.3158,1.1842,1.421,0,0.25,13.1052,11.9474,4.3422,3.9736,15.3422,11.2632,4.6052,4.2632,0,1
"2950","2017-18","Crystal Palace","Everton",1.1316,1.2632,1.1578,1.3948,0,0.25,12.6052,12.2632,4.2894,4.1316,14.9474,11.421,5.0526,4.2368,2,2
"2951","2018-19","Crystal Palace","Everton",1.3948,1.3684,0.9474,1.6842,0.5,0.75,12.921,11.3684,4.3422,4.2368,14.5264,10.3158,5.0526,3.7368,0,0
"2952","2019-20","Crystal Palace","Everton",1.2632,1.3158,1.0526,1.6052,0.5,0.5,14.7632,11.2894,4.3948,3.8684,13.5,10.1842,4.5,3.8422,0,0
"2953","2004-05","Crystal Palace","Fulham",2,2,1,1.5,0.25,0.25,2,2,2,2,12.8948,9.1578,7.2632,4.8422,2,0
"2954","2013-14","Crystal Palace","Fulham",2,2,0.8948,1.4474,1,1,2,2,2,2,16.2894,9.3422,8.9736,5.5526,1,4
"2955","2018-19","Crystal Palace","Fulham",1.3948,1.3684,2,2,0.75,1,12.921,11.3684,4.3422,4.2368,2,2,2,2,2,0
"2956","2017-18","Crystal Palace","Huddersfield",1.1316,1.2632,2,2,0.25,0.25,12.6052,12.2632,4.2894,4.1316,2,2,2,2,0,3
"2957","2018-19","Crystal Palace","Huddersfield",1.3948,1.3684,0.6316,1.7368,1,1,12.921,11.3684,4.3422,4.2368,13.421,8.0526,4.6316,2.9474,2,0
"2958","2013-14","Crystal Palace","Hull",2,2,2,2,0.25,0.25,2,2,2,2,2,2,2,2,1,0
"2959","2014-15","Crystal Palace","Hull",0.9474,1.2106,0.9474,1.6842,1,1,11.3158,13.6316,4,4.1578,15.2632,9.421,4.7368,2.9474,0,2
"2960","2016-17","Crystal Palace","Hull",1.0526,1.3158,0.7368,1.421,0.25,0.5,13.1052,11.9474,4.3422,3.9736,14.2632,9.7894,4.3684,2.7894,4,0
"2966","2014-15","Crystal Palace","Leicester",0.9474,1.2106,2,2,0.5,0.75,11.3158,13.6316,4,4.1578,2,2,2,2,2,0
"2967","2015-16","Crystal Palace","Leicester",1.0264,1.3158,0.9474,1.7368,0.5,0.75,12.0526,12.4474,4,4.0264,16.6842,9.579,5.3158,2.8422,0,1
"2968","2016-17","Crystal Palace","Leicester",1.0526,1.3158,1.3422,1.3422,0.5,0.25,13.1052,11.9474,4.3422,3.9736,15.8422,11.2894,4.6052,3.8422,2,2
"2969","2017-18","Crystal Palace","Leicester",1.1316,1.2632,1.3158,1.4736,0.5,0.75,12.6052,12.2632,4.2894,4.1316,15.3158,11.5526,4.579,4.0526,5,0
"2970","2018-19","Crystal Palace","Leicester",1.3948,1.3684,1.2632,2,1.75,0.5,12.921,11.3684,4.3422,4.2368,15.0264,10.1842,5.2368,3.5526,1,0
"2971","2019-20","Crystal Palace","Leicester",1.2632,1.3158,1.5264,1.7368,1.5,0,14.7632,11.2894,4.3948,3.8684,13.5,10.8422,4.6316,4.1578,0,2
"2974","2004-05","Crystal Palace","Liverpool",2,2,1.5,1.2368,0.25,2.25,2,2,2,2,10.2368,12.1316,5.2894,6.7106,1,0
"2975","2013-14","Crystal Palace","Liverpool",2,2,1.6052,1.3422,0.25,0.75,2,2,2,2,11.8158,14.5,6.6052,8.6052,3,3
"2976","2014-15","Crystal Palace","Liverpool",0.9474,1.2106,2.2632,1.5526,1,0.75,11.3158,13.6316,4,4.1578,12.6316,14.6052,5.6316,7.3684,3,1
"2977","2015-16","Crystal Palace","Liverpool",1.0264,1.3158,1.8422,1.579,1.5,1,12.0526,12.4474,4,4.0264,12.6842,14.1578,4.2894,5.3158,1,2
"2978","2016-17","Crystal Palace","Liverpool",1.0526,1.3158,1.3684,1.4736,1,0.75,13.1052,11.9474,4.3422,3.9736,11.7894,13.6578,4.1316,4.8158,2,4
"2979","2017-18","Crystal Palace","Liverpool",1.1316,1.2632,1.6578,1.3684,0.75,1.5,12.6052,12.2632,4.2894,4.1316,10.2368,14.921,3.8422,5.3684,1,2
"2980","2018-19","Crystal Palace","Liverpool",1.3948,1.3684,1.8948,1.3684,0.75,1.5,12.921,11.3684,4.3422,4.2368,8.6842,15.4736,3.5526,5.4474,0,2
"2981","2019-20","Crystal Palace","Liverpool",1.2632,1.3158,1.921,1.0526,0.25,1,14.7632,11.2894,4.3948,3.8684,9.079,13.6842,3.2368,5.2106,1,2
"2983","2004-05","Crystal Palace","Man City",2,2,1.1316,1.5264,1,1,2,2,2,2,11.0526,10.3948,6.5,5.8158,1,2
"2984","2013-14","Crystal Palace","Man City",2,2,1.6578,0.9474,0.75,0.75,2,2,2,2,10.6316,15.9736,5.6842,9.4736,0,2
"2985","2014-15","Crystal Palace","Man City",0.9474,1.2106,1.6842,1.1316,0.25,1,11.3158,13.6316,4,4.1578,10.2106,15.5264,4.2894,7.3158,2,1
"2986","2015-16","Crystal Palace","Man City",1.0264,1.3158,2.0526,1.2632,0.5,0.75,12.0526,12.4474,4,4.0264,10.8158,15.8684,3.7632,5.2894,0,1
"2987","2016-17","Crystal Palace","Man City",1.0526,1.3158,1.6578,1.1578,0.5,0.5,13.1052,11.9474,4.3422,3.9736,10.3158,15.0526,3.579,5.1052,1,2
"2988","2017-18","Crystal Palace","Man City",1.1316,1.2632,1.7632,1.1052,0.25,0.75,12.6052,12.2632,4.2894,4.1316,9.1316,14.7894,3.1842,5.1842,0,0
"2989","2018-19","Crystal Palace","Man City",1.3948,1.3684,2.3158,0.921,0.25,0.5,12.921,11.3684,4.3422,4.2368,8.079,16.1578,2.8684,5.579,1,3
"2990","2019-20","Crystal Palace","Man City",1.2632,1.3158,2.1842,0.6316,0.25,0.75,14.7632,11.2894,4.3948,3.8684,6.7106,16.1578,2.3684,5.8422,0,2
"2993","2004-05","Crystal Palace","Man United",2,2,1.5526,1.1052,0.25,1,2,2,2,2,10.7106,12.0264,5.1316,7.1052,0,0
"2994","2013-14","Crystal Palace","Man United",2,2,2.0526,1,0,0.75,2,2,2,2,13.0526,11.9474,7.2894,7.2894,0,2
"2995","2014-15","Crystal Palace","Man United",0.9474,1.2106,2,1.2106,0,0.5,11.3158,13.6316,4,4.1578,13.7106,12,6.1316,5.6578,1,2
"2996","2015-16","Crystal Palace","Man United",1.0264,1.3158,1.4736,1.1578,0.25,1,12.0526,12.4474,4,4.0264,13.079,11.8684,4.4474,4.0526,0,0
"2997","2016-17","Crystal Palace","Man United",1.0526,1.3158,1.1316,1.2632,0.25,0.5,13.1052,11.9474,4.3422,3.9736,12.7106,10.7632,4.2632,3.7632,1,2
"2998","2017-18","Crystal Palace","Man United",1.1316,1.2632,1.3158,1.1316,0.25,0.5,12.6052,12.2632,4.2894,4.1316,11.8158,11.421,3.8422,4.2106,2,3
"2999","2018-19","Crystal Palace","Man United",1.3948,1.3684,1.5264,0.9474,0.75,1.25,12.921,11.3684,4.3422,4.2368,12,12.8948,3.8158,4.7368,1,3
"3000","2019-20","Crystal Palace","Man United",1.2632,1.3158,1.6316,1.2632,0.75,1.5,14.7632,11.2894,4.3948,3.8684,14.2894,12.6316,4.5526,4.921,0,2
"3001","2004-05","Crystal Palace","Middlesbrough",2,2,0.8158,1.3684,0.25,0.25,2,2,2,2,14.1052,9.3422,7.7632,4.8158,0,1
"3002","2016-17","Crystal Palace","Middlesbrough",1.0526,1.3158,2,2,1,1,13.1052,11.9474,4.3422,3.9736,2,2,2,2,1,0
"3005","2004-05","Crystal Palace","Newcastle",2,2,1.2106,1.5,0.25,0.75,2,2,2,2,12.3422,10.079,6.6842,5.5264,0,2
"3006","2013-14","Crystal Palace","Newcastle",2,2,1.2632,1.8684,0.25,1,2,2,2,2,14.4474,10.1578,7.7632,5.8948,0,3
"3007","2014-15","Crystal Palace","Newcastle",0.9474,1.2106,1.079,1.7894,0,1.25,11.3158,13.6316,4,4.1578,13.8422,11.579,6.3158,5.2368,1,1
"3008","2015-16","Crystal Palace","Newcastle",1.0264,1.3158,0.8948,1.7632,0.25,1,12.0526,12.4474,4,4.0264,13.2368,11.6052,4.9474,3.8422,5,1
"3009","2017-18","Crystal Palace","Newcastle",1.1316,1.2632,0.6316,2.1578,1.5,0.5,12.6052,12.2632,4.2894,4.1316,15.6842,8.9474,5.0526,3.2106,1,1
"3010","2018-19","Crystal Palace","Newcastle",1.3948,1.3684,0.9474,1.579,1.5,0.5,12.921,11.3684,4.3422,4.2368,13.7368,11.8422,4.8422,4.1578,0,0
"3011","2019-20","Crystal Palace","Newcastle",1.2632,1.3158,0.9474,1.3948,0.25,0.25,14.7632,11.2894,4.3948,3.8684,14.3684,10.6052,4.7368,3.7106,1,0
"3013","2004-05","Crystal Palace","Norwich",2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,3
"3014","2013-14","Crystal Palace","Norwich",2,2,1.0526,1.9474,0.75,1,2,2,2,2,14.421,9.8684,8.421,5.079,1,1
"3015","2015-16","Crystal Palace","Norwich",1.0264,1.3158,0.579,2.3158,1,1,12.0526,12.4474,4,4.0264,18.0526,10.4736,6.2106,3.6316,1,0
"3016","2019-20","Crystal Palace","Norwich",1.2632,1.3158,2,2,0.5,0.25,14.7632,11.2894,4.3948,3.8684,2,2,2,2,2,0
"3018","2004-05","Crystal Palace","Portsmouth",2,2,0.6316,1.8422,0.25,0.25,2,2,2,2,12.6316,8.8422,7.2106,4.3684,0,1
"3020","2014-15","Crystal Palace","QPR",0.9474,1.2106,0.8948,1.6842,1,1,11.3158,13.6316,4,4.1578,15.8948,10.5264,9.579,5.8948,3,1
"3021","2019-20","Crystal Palace","Sheffield United",1.2632,1.3158,2,2,0.25,0.25,14.7632,11.2894,4.3948,3.8684,2,2,2,2,0,1
"3026","2004-05","Crystal Palace","Southampton",2,2,1,1.5264,0.25,0.25,2,2,2,2,14.8684,11.0526,8.2368,5.7632,2,2
"3027","2013-14","Crystal Palace","Southampton",2,2,1.2106,1.8948,0.75,0.75,2,2,2,2,12.5264,11.3684,7.0526,5.9474,0,1
"3028","2014-15","Crystal Palace","Southampton",0.9474,1.2106,1.1842,1.5526,0.5,0.75,11.3158,13.6316,4,4.1578,11.7894,11.7894,5.5,4.9474,1,3
"3029","2015-16","Crystal Palace","Southampton",1.0264,1.3158,1.0264,1.1316,0.25,1,12.0526,12.4474,4,4.0264,11.1052,11.8422,3.6316,3.8684,1,0
"3030","2016-17","Crystal Palace","Southampton",1.0526,1.3158,0.9736,1.0264,0.5,0.75,13.1052,11.9474,4.3422,3.9736,11.7106,11.8684,3.5526,3.8684,3,0
"3031","2017-18","Crystal Palace","Southampton",1.1316,1.2632,1.1578,1.2106,1,0,12.6052,12.2632,4.2894,4.1316,12.2106,12.6842,3.8684,4.2632,0,1
"3032","2018-19","Crystal Palace","Southampton",1.3948,1.3684,1.079,1.5,0.75,0.25,12.921,11.3684,4.3422,4.2368,13.1842,11.7894,4.5,4.079,0,2
"3033","2019-20","Crystal Palace","Southampton",1.2632,1.3158,0.921,1.7106,0,0.75,14.7632,11.2894,4.3948,3.8684,14.5526,11.079,5.1578,3.7106,0,2
"3034","2013-14","Crystal Palace","Stoke",2,2,0.6316,1.4736,0.25,0.25,2,2,2,2,14.2632,7.8158,8.2368,3.421,1,0
"3035","2014-15","Crystal Palace","Stoke",0.9474,1.2106,0.8158,1.5264,1,1,11.3158,13.6316,4,4.1578,15.6316,8.8158,6.921,3.6052,1,1
"3036","2015-16","Crystal Palace","Stoke",1.0264,1.3158,0.8948,1.5264,0.5,0.25,12.0526,12.4474,4,4.0264,14.7106,9.9736,4.8158,3.2106,2,1
"3037","2016-17","Crystal Palace","Stoke",1.0526,1.3158,0.921,1.421,0.75,0.5,13.1052,11.9474,4.3422,3.9736,14.421,10.3158,4.4736,3.2632,4,1
"3038","2017-18","Crystal Palace","Stoke",1.1316,1.2632,0.9474,1.6578,1.5,0.5,12.6052,12.2632,4.2894,4.1316,15.579,10.421,5.1316,3.2632,2,1
"3039","2013-14","Crystal Palace","Sunderland",2,2,1.0526,1.6842,0.25,0.25,2,2,2,2,16.5264,9.079,9.6316,5.2894,3,1
"3040","2014-15","Crystal Palace","Sunderland",0.9474,1.2106,1.079,1.7894,1,1,11.3158,13.6316,4,4.1578,17.5264,9.2894,8.079,4.1316,1,3
"3041","2015-16","Crystal Palace","Sunderland",1.0264,1.3158,0.921,1.5526,1,1,12.0526,12.4474,4,4.0264,18.8158,10.2894,6.3158,3.5526,0,1
"3042","2016-17","Crystal Palace","Sunderland",1.0526,1.3158,1.0526,1.7894,0.25,1,13.1052,11.9474,4.3422,3.9736,17.5526,10.0526,6.1842,3.7632,0,4
"3043","2013-14","Crystal Palace","Swansea",2,2,0.9474,1.5264,0.25,0.25,2,2,2,2,15.579,10,8.8684,5.7106,0,2
"3044","2014-15","Crystal Palace","Swansea",0.9474,1.2106,1.0526,1.3948,1,1,11.3158,13.6316,4,4.1578,14.5,11.2632,6.7368,4.4736,1,0
"3045","2015-16","Crystal Palace","Swansea",1.0264,1.3158,1.0526,1.4474,0.25,0.5,12.0526,12.4474,4,4.0264,15.1052,11.421,5.1052,3.4736,0,0
"3046","2016-17","Crystal Palace","Swansea",1.0526,1.3158,1.079,1.5526,0.25,0,13.1052,11.9474,4.3422,3.9736,16.2368,10.6052,5.579,3.6316,1,2
"3047","2017-18","Crystal Palace","Swansea",1.1316,1.2632,1.0526,1.7894,0.25,0.5,12.6052,12.2632,4.2894,4.1316,15.0264,10.0264,5.4736,3.6052,0,2
"3050","2004-05","Crystal Palace","Tottenham",2,2,0.921,1.6578,0.5,1,2,2,2,2,14.1578,8.6578,8.4474,4.7632,3,0
"3051","2013-14","Crystal Palace","Tottenham",2,2,1.6842,1.3684,1,0.75,2,2,2,2,11.1842,14.579,6.5264,8.579,0,1
"3052","2014-15","Crystal Palace","Tottenham",0.9474,1.2106,1.6316,1.4736,0.75,0.25,11.3158,13.6316,4,4.1578,10.6578,14.6842,4.6316,6.6842,2,1
"3053","2015-16","Crystal Palace","Tottenham",1.0264,1.3158,1.3684,1.5,0.5,0.5,12.0526,12.4474,4,4.0264,13.2632,13.6578,4.6052,4.5526,1,3
"3054","2016-17","Crystal Palace","Tottenham",1.0526,1.3158,1.6052,1.2894,0.75,1,13.1052,11.9474,4.3422,3.9736,13.3422,13.7368,4.1316,4.921,0,1
"3055","2017-18","Crystal Palace","Tottenham",1.1316,1.2632,1.921,0.9736,0.25,1,12.6052,12.2632,4.2894,4.1316,11.3422,15.421,3.421,5.6578,0,1
"3056","2018-19","Crystal Palace","Tottenham",1.3948,1.3684,1.921,0.9736,0,0.5,12.921,11.3684,4.3422,4.2368,10.0526,14.8684,3.421,5.4474,0,1
"3057","2019-20","Crystal Palace","Tottenham",1.2632,1.3158,1.7632,1.1316,0,0.5,14.7632,11.2894,4.3948,3.8684,11.2894,13.079,3.6842,4.7632,1,1
"3058","2015-16","Crystal Palace","Watford",1.0264,1.3158,2,2,0.25,0.25,12.0526,12.4474,4,4.0264,2,2,2,2,1,2
"3059","2016-17","Crystal Palace","Watford",1.0526,1.3158,1.0526,1.6316,1,1,13.1052,11.9474,4.3422,3.9736,15.3158,10.2632,5.2632,3.2632,1,0
"3060","2017-18","Crystal Palace","Watford",1.1316,1.2632,0.921,1.8422,0.5,0.5,12.6052,12.2632,4.2894,4.1316,15.5264,10.079,5.4736,3.3948,2,1
"3061","2018-19","Crystal Palace","Watford",1.3948,1.3684,0.8422,1.8948,0.75,0.25,12.921,11.3684,4.3422,4.2368,13.2368,10.3158,4.921,3.3948,1,2
"3062","2019-20","Crystal Palace","Watford",1.2632,1.3158,1.1316,1.6842,0.75,0.75,14.7632,11.2894,4.3948,3.8684,12.579,10.8948,4.6316,3.421,1,0
"3063","2004-05","Crystal Palace","West Brom",2,2,0.6316,1.6316,0.25,0.25,2,2,2,2,14.3158,9.4736,8.3684,4.6842,3,0
"3064","2013-14","Crystal Palace","West Brom",2,2,1.1842,1.6316,1,1,2,2,2,2,15.7368,10.7632,8.4474,6.079,3,1
"3065","2014-15","Crystal Palace","West Brom",0.9474,1.2106,1.0526,1.6842,1.5,0.25,11.3158,13.6316,4,4.1578,15.3158,11.079,7,4.6842,0,2
"3066","2015-16","Crystal Palace","West Brom",1.0264,1.3158,0.8684,1.5,0.75,0.75,12.0526,12.4474,4,4.0264,15.6052,10.4736,5.4474,3.1842,2,0
"3067","2016-17","Crystal Palace","West Brom",1.0526,1.3158,0.7368,1.2368,0.5,0.5,13.1052,11.9474,4.3422,3.9736,16.921,8.8684,5.3684,2.6052,0,1
"3068","2017-18","Crystal Palace","West Brom",1.1316,1.2632,0.7894,1.3422,0.5,0.25,12.6052,12.2632,4.2894,4.1316,15.5526,9.1316,4.6316,2.5264,2,0
"3071","2013-14","Crystal Palace","West Ham",2,2,0.579,1.6316,1,0.75,2,2,2,2,16.421,10.1052,10.0526,5.3684,1,0
"3072","2014-15","Crystal Palace","West Ham",0.9474,1.2106,0.6842,1.4736,1,0.75,11.3158,13.6316,4,4.1578,18,9.7106,7.9736,3.921,1,3
"3073","2015-16","Crystal Palace","West Ham",1.0264,1.3158,0.8948,1.421,0.5,0.75,12.0526,12.4474,4,4.0264,18.7106,10.1578,5.6842,3.0526,1,3
"3074","2016-17","Crystal Palace","West Ham",1.0526,1.3158,1.3158,1.421,0.5,1.5,13.1052,11.9474,4.3422,3.9736,16.5264,11.921,5.1052,3.8948,0,1
"3075","2017-18","Crystal Palace","West Ham",1.1316,1.2632,1.5526,1.5264,0.25,1,12.6052,12.2632,4.2894,4.1316,15.0264,12.3684,4.8158,3.9736,2,2
"3076","2018-19","Crystal Palace","West Ham",1.3948,1.3684,1.3684,1.9736,0.5,0.75,12.921,11.3684,4.3422,4.2368,16.2368,10.2106,5.4736,3.7106,1,1
"3077","2019-20","Crystal Palace","West Ham",1.2632,1.3158,1.1578,1.8422,0.75,0.75,14.7632,11.2894,4.3948,3.8684,16.921,9.421,6,3.6316,2,1
"3080","2018-19","Crystal Palace","Wolves",1.3948,1.3684,2,2,0.25,0.25,12.921,11.3684,4.3422,4.2368,2,2,2,2,0,1
"3081","2019-20","Crystal Palace","Wolves",1.2632,1.3158,1,1.3158,1,1,14.7632,11.2894,4.3948,3.8684,12.2106,10.8948,4,3.4736,1,1
"3086","2000-01","Derby","Arsenal",1.1578,1.1578,1.4736,1,0.25,0.5,10,5,4,2,5,10,2,4,1,2
"3087","2001-02","Derby","Arsenal",1.1842,1.2894,1.2894,1.3422,0.5,1,10,5,4,2,5,10,2,4,0,2
"3088","2007-08","Derby","Arsenal",2,2,1.0526,0.9736,0.25,1,2,2,2,2,10.079,11.7632,4.8158,5.579,2,6
"3093","2000-01","Derby","Aston Villa",1.1578,1.1578,1.079,1.079,0.5,0.75,10,5,4,2,5,10,2,4,1,0
"3094","2001-02","Derby","Aston Villa",1.1842,1.2894,1.1052,1.2106,0.25,0.5,10,5,4,2,5,10,2,4,3,1
"3095","2007-08","Derby","Aston Villa",2,2,1.1842,1.6316,1,0.25,2,2,2,2,13.7106,9.1578,7.1578,5.0264,0,6
"3097","2007-08","Derby","Birmingham",2,2,0.4736,1.579,0.25,0.25,2,2,2,2,12.9474,8.0526,6.9474,4.0526,1,2
"3101","2001-02","Derby","Blackburn",1.1842,1.2894,2,2,1,0.25,10,5,4,2,5,10,2,4,2,1
"3102","2007-08","Derby","Blackburn",2,2,1.079,1.421,0.75,0.25,2,2,2,2,13.6842,9.3158,7.2368,4.6052,1,2
"3104","2001-02","Derby","Bolton",1.1842,1.2894,2,2,1,1,10,5,4,2,5,10,2,4,1,0
"3105","2007-08","Derby","Bolton",2,2,1.079,1.579,1.25,0,2,2,2,2,12.4474,7.8422,5.9736,3.5526,1,1
"3107","2000-01","Derby","Bradford",1.1578,1.1578,0.6316,2.0526,1,1,10,5,4,2,5,10,2,4,2,0
"3109","2000-01","Derby","Charlton",1.1578,1.1578,1.1052,1.8948,1,1,10,5,4,2,5,10,2,4,2,2
"3110","2001-02","Derby","Charlton",1.1842,1.2894,1,2,0.5,1,10,5,4,2,5,10,2,4,1,1
"3115","2000-01","Derby","Chelsea",1.1578,1.1578,1.2106,1.0264,1.25,0.75,10,5,4,2,5,10,2,4,0,4
"3116","2001-02","Derby","Chelsea",1.1842,1.2894,1.1052,1.2368,0.75,1.25,10,5,4,2,5,10,2,4,1,1
"3117","2007-08","Derby","Chelsea",2,2,1.3684,0.6842,0.25,1.25,2,2,2,2,8.4736,12.8948,3.9474,6.7894,0,2
"3122","2000-01","Derby","Coventry",1.1578,1.1578,0.579,1.6316,0,0,10,5,4,2,5,10,2,4,1,0
"3128","2000-01","Derby","Everton",1.1578,1.1578,1.1316,1.6578,0.75,0.25,10,5,4,2,5,10,2,4,1,0
"3129","2001-02","Derby","Everton",1.1842,1.2894,1.0264,1.579,0.5,0,10,5,4,2,5,10,2,4,3,4
"3130","2007-08","Derby","Everton",2,2,0.8158,1.2106,1,1,2,2,2,2,13.6052,8.6842,6.8684,4.421,0,2
"3131","2001-02","Derby","Fulham",1.1842,1.2894,2,2,0.25,0.25,10,5,4,2,5,10,2,4,0,1
"3132","2007-08","Derby","Fulham",2,2,0.9736,2.079,1,1,2,2,2,2,13.8422,8.8948,7.3948,4.1052,2,2
"3133","2000-01","Derby","Ipswich",1.1578,1.1578,2,2,0.25,0.25,10,5,4,2,5,10,2,4,1,1
"3134","2001-02","Derby","Ipswich",1.1842,1.2894,1.3684,1.421,1,1,10,5,4,2,5,10,2,4,1,3
"3139","2000-01","Derby","Leeds",1.1578,1.1578,1.5526,1.3158,0.5,0.75,10,5,4,2,5,10,2,4,1,1
"3140","2001-02","Derby","Leeds",1.1842,1.2894,1.5,1.2368,0.25,0.5,10,5,4,2,5,10,2,4,0,1
"3145","2000-01","Derby","Leicester",1.1578,1.1578,1.0264,1.3684,1.25,0,10,5,4,2,5,10,2,4,2,0
"3146","2001-02","Derby","Leicester",1.1842,1.2894,0.921,1.5526,1.25,0,10,5,4,2,5,10,2,4,2,3
"3151","2000-01","Derby","Liverpool",1.1578,1.1578,1.2368,1.1052,0.75,1,10,5,4,2,5,10,2,4,0,4
"3152","2001-02","Derby","Liverpool",1.1842,1.2894,1.421,1.1052,0,1.5,10,5,4,2,5,10,2,4,0,1
"3153","2007-08","Derby","Liverpool",2,2,1.1316,0.9736,0,1.25,2,2,2,2,7.5526,12.2368,4.0526,6.079,1,2
"3154","2000-01","Derby","Man City",1.1578,1.1578,2,2,0.25,0.25,10,5,4,2,5,10,2,4,1,1
"3155","2007-08","Derby","Man City",2,2,0.9474,1.4736,1,1,2,2,2,2,11.7632,9.6052,6.3158,4.921,1,1
"3160","2000-01","Derby","Man United",1.1578,1.1578,1.921,1.2632,0.5,0.75,10,5,4,2,5,10,2,4,0,3
"3161","2001-02","Derby","Man United",1.1842,1.2894,1.7894,1.2632,0.25,1.25,10,5,4,2,5,10,2,4,2,2
"3162","2007-08","Derby","Man United",2,2,1.8948,1.079,0.5,1.25,2,2,2,2,10.4474,13.2368,5.2106,6.921,0,1
"3166","2000-01","Derby","Middlesbrough",1.1578,1.1578,1.2106,1.6316,0.75,1,10,5,4,2,5,10,2,4,3,3
"3167","2001-02","Derby","Middlesbrough",1.1842,1.2894,1.2894,1.2368,1,1.5,10,5,4,2,5,10,2,4,0,1
"3168","2007-08","Derby","Middlesbrough",2,2,0.8684,1.3948,0.75,1,2,2,2,2,14.2368,8.579,7.0526,4.4474,0,1
"3173","2000-01","Derby","Newcastle",1.1578,1.1578,1.1316,1.6578,0.75,1,10,5,4,2,5,10,2,4,2,0
"3174","2001-02","Derby","Newcastle",1.1842,1.2894,1.0264,1.7632,0.5,0,10,5,4,2,5,10,2,4,2,3
"3175","2007-08","Derby","Newcastle",2,2,0.8948,1.421,1,0.75,2,2,2,2,14.7368,8.421,7.6052,4.3684,1,0
"3178","2007-08","Derby","Portsmouth",2,2,0.9736,1.7106,0.25,0.25,2,2,2,2,13.1578,8.8684,7.1578,4.579,2,2
"3179","2007-08","Derby","Reading",2,2,1.2106,1.421,0.25,0.25,2,2,2,2,14.8422,7.7368,7.579,3.3684,0,4
"3188","2000-01","Derby","Southampton",1.1578,1.1578,0.7106,2.0526,0.5,0,10,5,4,2,5,10,2,4,2,2
"3189","2001-02","Derby","Southampton",1.1842,1.2894,0.8422,1.7368,1,0.5,10,5,4,2,5,10,2,4,1,0
"3192","2000-01","Derby","Sunderland",1.1578,1.1578,1.5264,2.0526,0.25,1.25,10,5,4,2,5,10,2,4,1,0
"3193","2001-02","Derby","Sunderland",1.1842,1.2894,1.3422,1.6842,0.25,1.25,10,5,4,2,5,10,2,4,0,1
"3194","2007-08","Derby","Sunderland",2,2,0.7368,1.6842,0.25,0.25,2,2,2,2,14.5264,7.6316,8.0526,3.7894,0,0
"3199","2000-01","Derby","Tottenham",1.1578,1.1578,0.9474,1.2368,0,0.5,10,5,4,2,5,10,2,4,2,1
"3200","2001-02","Derby","Tottenham",1.1842,1.2894,0.8684,1.6052,0.5,0.5,10,5,4,2,5,10,2,4,1,0
"3201","2007-08","Derby","Tottenham",2,2,1.1842,1.421,0.75,0.25,2,2,2,2,11,9.1052,6.1578,5.0526,0,3
"3207","2000-01","Derby","West Ham",1.1578,1.1578,0.8948,1.5,0.25,1,10,5,4,2,5,10,2,4,0,0
"3208","2001-02","Derby","West Ham",1.1842,1.2894,1.079,1.579,0.25,0.5,10,5,4,2,5,10,2,4,0,0
"3209","2007-08","Derby","West Ham",2,2,0.8684,1.6578,0,0,2,2,2,2,15,8.3422,7.7894,3.9736,0,5
"3210","2007-08","Derby","Wigan",2,2,1.0526,1.4474,0.25,0.25,2,2,2,2,11.421,9.4736,6.2632,4.7368,0,1
"3222","2000-01","Everton","Arsenal",1.5264,0.8684,1.4736,1,0,0.75,10,5,4,2,5,10,2,4,2,0
"3223","2001-02","Everton","Arsenal",1.7106,1.2632,1.2894,1.3422,0.5,0.25,10,5,4,2,5,10,2,4,0,1
"3224","2002-03","Everton","Arsenal",1.4474,1.3158,1.4474,0.9474,0.5,0.25,11.8948,8.6316,6.079,4,8.5526,11,3.5264,5.6052,2,1
"3225","2003-04","Everton","Arsenal",1.421,1.1052,1.9736,0.8684,0.5,0.5,12.2894,9.4736,6.5526,4.5526,8.6842,10.5264,4.1578,5.9736,1,1
"3226","2004-05","Everton","Arsenal",1.4474,1.0264,1.8684,0.8948,0.75,0.5,13.3158,10.6578,7.1578,5.5526,9.8158,10.7894,5.1578,6.3684,1,4
"3227","2005-06","Everton","Arsenal",1.3422,0.921,1.7368,0.7632,0.5,1.25,12.7368,11.3948,6.3948,6.0526,9.3158,11.421,4.7632,6.7894,1,0
"3228","2006-07","Everton","Arsenal",1.2106,0.9736,1.3948,0.921,0.5,1,11.8158,11.6052,6.1316,5.921,9.1052,11.3684,4.4474,6.3948,1,0
"3229","2007-08","Everton","Arsenal",1.4474,1.0264,1.0526,0.9736,0.5,0,11.6052,12.0526,6.2368,5.8158,10.079,11.7632,4.8158,5.579,1,4
"3230","2008-09","Everton","Arsenal",1.7632,0.8948,1.5,1.0264,0.5,1,12.1316,11,6.4736,5.5,10.1578,12.921,5.1842,6.421,1,1
"3231","2009-10","Everton","Arsenal",1.7106,0.9736,1.9474,1.079,0.5,1.25,12.6052,9.921,6.8948,5.3948,10.0526,13.2368,5.3684,7.3422,1,6
